label,log,package
2,[92m *[0m Checking for Zlib... [91m *[0m Configure failed. error was: undefined method `exists?' for File:Class,tupitube
1,cc: error: '-march=native': ISA string must begin with rv32 or rv64 CMake Error at CMakeLists.txt:174 (string):,vectorscan
3,"Failures:  	From test_vim9_script.vim: 	Found errors in Test_reject_declaration(): 	Caught exception in Test_reject_declaration(): Vim(call):E109: Type mismatch; expected list<number> but got list<any> @ command line..script /home/abuild/rpmbuild/BUILD/vim-9.0.1307/src/testdir/runtest.vim[569]..function RunTheTest[52]..Test_reject_declaration[2]..Run_test_reject_declaration[1]..RunVimInTerminal[58]..TermWait[9]..<SNR>272_Exit_cb  line 3",vim
6,make: *** [Makefile:159: all] Error 2,warzone2100
2,CMake Error at src/plugins/CMakeLists.txt:116 (message):    Ruby not found,weechat
2,error: failed to run custom build command for `ring v0.16.20`, wezterm
1,"lj_arch.h:424:2: error: #error ""No target architecture defined""    424 | #error ""No target architecture defined""",wrk
5,c++: fatal error: Killed signal terminated program cc1plus,wyrmgus
4,pki_key.cpp:780:53: error: invalid conversion from 'const dsa_st*' to 'DSA*' {aka 'dsa_st*'} [-fpermissive],xca
4,parse.c:138:10: error: cast increases required alignment of target type [-Werror=cast-align]    138 |   return (XdgDirEntry *)g_array_free (array  FALSE);,xdg-user-dirs-gtk
4,regsmi.h:67:2: error: implicit declaration of function 'outb' [-Werror=implicit-function-declaration] regsmi.h:68:9: error: implicit declaration of function 'inb' [-Werror=implicit-function-declaration],xf86-video-siliconmotion
4,/home/abuild/rpmbuild/BUILD/xmrig-6.18.1/src/crypto/cn/asm/CryptonightR_template.S:6: Error: unknown pseudo-op: `.intel_syntax',xmrig
1,"lj_arch.h:472:2: error: #error ""No target architecture defined""      472 | #error ""No target architecture defined""",xplr
8,Error running (['dpkg-query'  '--showformat=${Version}'  '--show'  'xserver-xorg-video-dummy'] ) {'stdout': -1  'stderr': -1  'universal_newlines': True}: [Errno 2] No such file or directory: 'dpkg-query',xpra
6,make[1]: *** [CMakeFiles/Makefile2:263: CMakeFiles/stage3.dir/all] Error 2 make: *** [Makefile:139: all] Error 2,zig
6,"[ 1690s] [14109:14109:0317/000109.407404:ERROR:sandbox_linux.cc(372)] InitializeSandbox() called with multiple threads in process renderer. Try waiting for /proc to be updated.
[ 1691s] [14109:14109:0317/000110.492219:FATAL:thread_helpers.cc(104)] Current process is not mono-threaded! (iterations: 30)
[32883s] qemu-kvm: terminating on signal 15 from pid 31808 (<unknown process>)
[32883s] ### VM INTERACTION END ###
[32883s] No buildstatus set, either the base system is broken (kernel/initrd/udev/glibc/bash/perl)
[32883s] or the build host has a kernel or hardware problem...


Killed job",calibre
2,"checking for LUA... no
[  640s] configure: error: Selected Lua (luajit) not found
[  641s] error: Bad exit status from /var/tmp/rpm-tmp.yBnASi (%build)",dnsdist
5,"[ 3921.077845][T13657] Out of memory: Killed process 13602 (Setup) total-vm:1080717396kB, anon-rss:4696636kB, file-rss:0kB, shmem-rss:0kB, UID:399 pgtables:13312kB oom_score_adj:0",ghc-DAV
5,"[ 3087.061699][T10850] Out of memory: Killed process 10792 (Setup) total-vm:1080717396kB, anon-rss:4741612kB, file-rss:128kB, shmem-rss:0kB, UID:399 pgtables:13316kB oom_score_adj:0",ghc-dbus
5,"[ 3949.921300][T13475] Out of memory: Killed process 13428 (Setup) total-vm:1080717604kB, anon-rss:4741092kB, file-rss:128kB, shmem-rss:0kB, UID:399 pgtables:13316kB oom_score_adj:0",ghc-wreq
5,"[22852.060818][ T7152] Out of memory: Killed process 5788 (lto1-ltrans) total-vm:5586432kB, anon-rss:5396368kB, file-rss:216kB, shmem-rss:0kB, UID:399 pgtables:10728kB oom_score_adj:0
[22859s] g++: fatal error: Killed signal terminated program lto1
[22859s] compilation terminated.",godot
6,"Patch #24300 (riscv.patch):
[  161s] + /usr/bin/patch --no-backup-if-mismatch -f -p1 --fuzz=0
[  161s] patching file configure
[  161s] Hunk #1 FAILED at 6973.
[  161s] 1 out of 1 hunk FAILED -- saving rejects to file configure.rej
[  161s] patching file m4/ax_boost_base.m4
[  161s] Hunk #1 FAILED at 113.
[  161s] 1 out of 1 hunk FAILED -- saving rejects to file m4/ax_boost_base.m4.rej",gource
3,"FAIL: test_it_IT (test_hunspell_suggest.HunspellSuggestTestCase)
[ 3822s] ----------------------------------------------------------------------
[ 3822s] Traceback (most recent call last):
[ 3822s]   File ""/home/abuild/rpmbuild/BUILD/ibus-typing-booster-2.22.1/tests/test_hunspell_suggest.py"", line 158, in test_it_IT
[ 3822s]     self.assertEqual(
[ 3822s] AssertionError: Lists differ: [('pr[31 chars], -1)] != [('pr[31 chars], -1), ('principiante', -1), ('principiarti', [21 chars] -1)]",ibus-typing-booster
3,"../../BUILDROOT/mayavi-4.8.1-1.1.riscv64/usr/lib64/python3.10/site-packages/tvtk/tests/test_array_handler.py:95: in test_array2vtk
[ 1174s]     self._check_arrays(z, vtk_arr)
[ 1174s] ../../BUILDROOT/mayavi-4.8.1-1.1.riscv64/usr/lib64/python3.10/site-packages/tvtk/tests/test_array_handler.py:48: in _check_arrays
[ 1174s]     self.assertEqual(vtk_arr.GetTuple1(i), arr[i])
[ 1174s] E   AssertionError: 128.0 != -128",mayavi
5,"make[1]: *** [CMakeFiles/Makefile2:3511: src/notation/CMakeFiles/notation.dir/all] Error 2
[22809s] make: *** [Makefile:139: all] Error 2",musescore
3,"The following tests FAILED:
[ 1950s] 	  3 - test-perl-testsuite (Failed)
[ 1950s] Errors while running CTest
[ 1950s] Output from these tests are in: /home/abuild/rpmbuild/BUILD/os-autoinst-4.6.1679050790.fe55fab/build/Testing/Temporary/LastTest.log
[ 1950s] Use ""--rerun-failed --output-on-failure"" to re-run the failed cases verbosely.
[ 1950s] FAILED: CMakeFiles/check-pkg-build /home/abuild/rpmbuild/BUILD/os-autoinst-4.6.1679050790.fe55fab/build/CMakeFiles/check-pkg-build 
[ 1950s] cd /home/abuild/rpmbuild/BUILD/os-autoinst-4.6.1679050790.fe55fab/build && /usr/bin/ctest -V -E test-local-.*
[ 1950s] ninja: build stopped: subcommand failed.",os-autoinst
3,"tests/unit/io/test_asyncioreactor.py:3: in <module>
[ 1414s]     from cassandra.io.asyncioreactor import AsyncioConnection
[ 1414s] cassandra/io/asyncioreactor.py:29: in <module>
[ 1414s]     class AsyncioTimer(object):
[ 1414s] cassandra/io/asyncioreactor.py:49: in AsyncioTimer
[ 1414s]     @asyncio.coroutine
[ 1414s] E   AttributeError: module 'asyncio' has no attribute 'coroutine'",python-cassandra-driver
3,"pytest.fail(
[ 5832s]                     ""unknown failure; view output to identify configuration"")
[ 5832s] E               Failed: unknown failure; view output to identify configuration
[ 5832s] 
[ 5832s] control/tests/flatsys_test.py:227: Failed",python-control
3,"[ 2711s] ERROR ../../BUILDROOT/python-devpi-server-6.8.0-1.2.riscv64/usr/lib/python3.8/site-packages/test_devpi_server/test_streaming_replica_nginx.py::TestStreaming::test_streaming_differing_content_size[0.5-1.3-pkg4]
[ 2711s] = 6 failed, 955 passed, 2 skipped, 2 xfailed, 2 xpassed, 92 warnings, 95 errors in 2301.37s (0:38:21) =",python-devpi-server
3,"ERROR: test_error (test_ipykernel.IPyKernelTests)
ERROR: test_execute_result (test_ipykernel.IPyKernelTests) (code='1+2+3') 
ERROR: test_execute_result (test_ipykernel.IPyKernelTests) (code='[n*n for n in range(1, 4)]')",python-jupyter-kernel-test
3,"/usr/lib64/python3.8/unittest/mock.py:904: AssertionError
[  331s] FAILED tests/messaging/test_mqtt.py::MQTTDaemonTestCase::test_run - Assertion…",python-ospd-openvas
2,"In file included from src/diff.h:34,
[   91s]                  from src/blob.c:30:
[   91s] src/types.h:36:2: error: #error You need a compatible libgit2 version (1.5.x)
[   91s]    36 | #error You need a compatible libgit2 version (1.5.x)
[   91s]       |  ^~~~~
[   91s] error: command '/usr/bin/gcc' failed with exit code 1",python-pygit2
3,"FAILED tests/test_functions.py::test_rescaleData - RuntimeWarning: invalid va...
[ 4091s] ====== 1 failed, 429 passed, 7 skipped, 16 warnings in 1170.68s (0:19:30) ======",python-pyqtgraph
3,"FAILED txzmq/test/test_connection.py::ZmqConnectionTestCase::test_send_recv_tcp
[  297s] =================== 1 failed, 29 passed, 9 skipped in 52.62s ===================",python-txZMQ
3,"FAILED tests/test_cron.py::test_concurrency_and_backoff - assert 1 == 2
[  292s] ======== 1 failed, 59 passed, 2 xfailed, 1 xpassed, 1 warning in 31.63s ========",python-yacron
3,"tests/utils.py:90: AssertionError
[  765s] =========================== short test summary info ============================
[  765s] FAILED tests/test_gevent.py::MultiThreadTests::test_profile_greenlets_false
[  765s] ============ 1 failed, 90 passed, 7 deselected in 81.38s (0:01:21) =============",python-yappi
3,"SKIPPED [1] test/test_check.py:120: needs mypy
[ 8411s] === 4 failed, 1199 passed, 34 skipped, 303 deselected in 7994.68s (2:13:14) ====",qtile
3,"90% tests passed, 1 tests failed out of 10
[  219s] 
[  219s] Total Test time (real) =   0.41 sec
[  219s] 
[  219s] The following tests FAILED:
[  219s] 	  3 - reproc-test-env (Subprocess aborted)
[  219s] Errors while running Ctest",reproc
5,"[39041.970093][ T8659] Out of memory: Killed process 8659 (ld) total-vm:4809176kB, anon-rss:2516592kB, file-rss:128kB, shmem-rss:0kB, UID:399 pgtables:8992kB oom_score_adj:0
[39088s] collect2: fatal error: ld terminated with signal 9 [Killed]
[39088s] compilation terminated.",scummvm
1,"/home/abuild/rpmbuild/BUILD/Sigil-1.9.30/3rdparty/pcre2/src/pcre2_jit_compile.c:82:2: error: #error Unsupported architecture
[  616s]    82 | #error Unsupported architecture",sigil
2,configure: error: unable to locate pmix installation,slurm
1,"/home/abuild/rpmbuild/BUILD/Libraries/tg_owt/src/build/build_config.h:201:2: error: #error Please add support for your architecture in build/build_config.h
[  423s]   201 | #error Please add support for your architecture in build/build_config.h",telegram-desktop
7,"[73980s] qemu-kvm: terminating on signal 15 from pid 31691 (<unknown process>)
Job seems to be stuck here, killed. (after 70000 seconds of inactivity)",trivy
3,"99% tests passed, 3 tests failed out of 436
[37103s] 
[37103s] Total Test time (real) = 269.48 sec
[37103s] 
[37103s] The following tests FAILED:
[37103s] 	 16 - BuildModule.Basic (Subprocess aborted)
[37103s] 	151 - Relay.BuildModule (Subprocess aborted)
[37103s] 	188 - Runtime.ZeroCopy (Subprocess aborted)
[37103s] Errors while running CTest",tvm
2,"[  117s] Lmod has detected the following error: The following module(s) are unknown:
[  117s] ""netcdf""",adios_gnu-mpich-hpc
2,"[  336s] Lmod has detected the following error: The following module(s) are unknown:
[  336s] ""mvapich2""",adios_gnu-mvapich2-hpc
2,"[  172s] Lmod has detected the following error: The following module(s) are unknown:
[  172s] ""netcdf""",adios_gnu-openmpi2-hpc
2,"[  145s] Lmod has detected the following error: The following module(s) are unknown:
[  145s] ""openmpi""",adios_gnu-openmpi3-hpc
2,"[  176s] Lmod has detected the following error: The following module(s) are unknown:
[  176s] ""openmpi""",adios_gnu-openmpi4-hpc
2,"[  144s] Lmod has detected the following error: The following module(s) are unknown:
[  144s] ""netcdf""",adios_gnu-openmpi-hpc
2,"[  408s] Lmod has detected the following error: The following module(s) are unknown:
[  408s] ""mvapich2""",boost_gnu-mvapich2-hpc
2,"[  321s] Lmod has detected the following error: The following module(s) are unknown:
[  321s] ""openmpi""",boost_gnu-openmpi3-hpc
2,"[  317s] Lmod has detected the following error: The following module(s) are unknown:
[  317s] ""openmpi""",boost_gnu-openmpi4-hpc
2,"[  164s] Lmod has detected the following error: The following module(s) are unknown:
[  164s] ""mvapich2""",fftw3_gnu-mvapich2-hpc
2,"[  130s] Lmod has detected the following error: The following module(s) are unknown:
[  130s] ""openmpi""",fftw3_gnu-openmpi3-hpc
2,"[  171s] Lmod has detected the following error: The following module(s) are unknown:
[  171s] ""openmpi""",fftw3_gnu-openmpi4-hpc
2,"[ 4768s] /tmp/ccGorFZX.ltrans6.ltrans.o: in function `.L0 ':
[ 4768s] /usr/include/c++/12/bits/vector.tcc:114:(.text+0x92de): relocation truncated to fit: R_RISCV_PCREL_HI20 against `.LC117'
[ 4768s] collect2: error: ld returned 1 exit status",gromacs_openmpi
2,"[ 8183s] /tmp/ccq8uLmg.ltrans14.ltrans.o: in function `.L0 ':
[ 8183s] /usr/include/c++/12/bits/basic_string.h:3555:(.text+0x9750): relocation truncated to fit: R_RISCV_PCREL_HI20 against `.LC81'
[ 8183s] collect2: error: ld returned 1 exit status",gromacs_serial
2,"[  228s] Lmod has detected the following error: The following module(s) are unknown:
[  228s] ""mvapich2""",hdf5_gnu-mvapich2-hpc
2,"[  161s] Lmod has detected the following error: The following module(s) are unknown:
[  161s] ""openmpi",hdf5_gnu-openmpi3-hpc
2,"[  267s] Lmod has detected the following error: The following module(s) are unknown:
[  267s] ""openmpi""",hdf5_gnu-openmpi4-hpc
2,"[  210s] Lmod has detected the following error: The following module(s) are unknown:
[  210s] ""superlu""",hypre_gnu-mpich-hpc
2,"[  145s] Lmod has detected the following error: The following module(s) are unknown:
[  145s] ""mvapich2""",hypre_gnu-mvapich2-hpc
2,"[  188s] Lmod has detected the following error: The following module(s) are unknown:
[  188s] ""superlu""",hypre_gnu-openmpi2-hpc
2,"[  180s] Lmod has detected the following error: The following module(s) are unknown:
[  180s] ""openmpi""",hypre_gnu-openmpi3-hpc
2,"[  185s] Lmod has detected the following error: The following module(s) are unknown:
[  185s] ""openmpi""",hypre_gnu-openmpi4-hpc
2,"[  164s] Lmod has detected the following error: The following module(s) are unknown:
[  164s] ""superlu""",hypre_gnu-openmpi-hpc
2,"[  160s] Lmod has detected the following error: The following module(s) are unknown:
[  160s] ""mvapich2""",imb_gnu-mvapich2-hpc
2,"[  101s] Lmod has detected the following error: The following module(s) are unknown:
[  101s] ""openmpi""",imb_gnu-openmpi3-hpc
2,"[  145s] Lmod has detected the following error: The following module(s) are unknown:
[  145s] ""openmpi""",imb_gnu-openmpi4-hpc
3,"[ 3902s] The following tests FAILED:
[ 3902s] 	 38 - torture_rekey (Failed)
[ 3902s] Errors while running Ctest",libssh_test
2,"[36827s] /home/abuild/rpmbuild/BUILD/mame-mame0248/build/projects/sdl/mamearcade/gmake-linux/../../../../../3rdparty/sol2/sol/sol.hpp:23754:(.text+0x335fe): relocation truncated to fit: R_RISCV_PCREL_HI20 against `.LC183'
[36827s] collect2: error: ld returned 1 exit status",mame_mame
2,"[22873s] /usr/include/c++/12/bits/stl_tree.h:2457:(.text+0x2d4e4): relocation truncated to fit: R_RISCV_PCREL_HI20 against `.LC139'
[22873s] collect2: error: ld returned 1 exit status",mame_mess
2,"[ 4505s] /tmp/ccCHGS8x.ltrans126.ltrans.o: in function `.L0 ':
[ 4505s] /home/abuild/rpmbuild/BUILD/mame-mame0248/build/projects/sdl/mametiny/gmake-linux/../../../../../3rdparty/sol2/sol/sol.hpp:18382:(.text+0x1a5ca): relocation truncated to fit: R_RISCV_PCREL_HI20 against `.LC136'
[ 4505s] collect2: error: ld returned 1 exit status",mame_tools-data
3,"[  948s] FAILED run_unittests.py::LinuxlikeTests::test_generate_gir_with_address_sanitizer
[  948s] !!!!!!!!!!!!!!!!!!!!!!!!!! stopping after 1 failures !!!!!!!!!!!!!!!!!!!!!!!!!!!
[  948s] !!!!!!!!!!!! xdist.dsession.Interrupted: stopping after 1 failures !!!!!!!!!!!!!
[  948s] ====== 1 failed, 319 passed, 56 skipped, 7 warnings in 595.04s (0:09:55) =======",meson_test
2,"[  137s] Lmod has detected the following error: The following module(s) are unknown:
[  137s] ""mvapich2""",mpiP_gnu-mvapich2-hpc
2,"[   76s] Lmod has detected the following error: The following module(s) are unknown:
[   76s] ""openmpi""",mpiP_gnu-openmpi3-hpc
2,"[  207s] Lmod has detected the following error: The following module(s) are unknown:
[  207s] ""openmpi""",mpiP_gnu-openmpi4-hpc
2,"[  182s] Lmod has detected the following error: The following module(s) are unknown:
[  182s] ""gnu/12""",mpitests_openmpi3-gnu-hpc
2,"[  148s] Lmod has detected the following error: The following module(s) are unknown:
[  148s] ""gnu/12""",mpitests_openmpi4-gnu-hpc
2,"[  172s] Lmod has detected the following error: The following module(s) are unknown:
[  172s] ""mvapich2""",mumps_gnu-mvapich2-hpc
2,"[  144s] Lmod has detected the following error: The following module(s) are unknown:
[  144s] ""openmpi""",mumps_gnu-openmpi3-hpc
2,"[  193s] Lmod has detected the following error: The following module(s) are unknown:
[  193s] ""openmpi""",mumps_gnu-openmpi4-hpc
2,"[65125s] /tmp/ccU7uGhV.ltrans19.ltrans.o: in function `.L0 ':
[65125s] /home/abuild/rpmbuild/BUILD/mvapich2-2.3.7-1/<artificial>:964:(.text+0x398): relocation truncated to fit: R_RISCV_JAL against `.L313'
[65130s] collect2: error: ld returned 1 exit status",mvapich2_gnu-hpc
2,"[88426s] /tmp/ccRzQqnS.ltrans19.ltrans.o: in function `.L0 ':
[88426s] /home/abuild/rpmbuild/BUILD/mvapich2-2.3.7-1/<artificial>:964:(.text+0x398): relocation truncated to fit: R_RISCV_JAL against `.L313'
[88433s] collect2: error: ld returned 1 exit status",mvapich2_gnu-hpc-testsuite
2,"[88619s] /tmp/ccNMxNce.ltrans18.ltrans.o: in function `.L0 ':
[88619s] /home/abuild/rpmbuild/BUILD/mvapich2-2.3.7-1/<artificial>:964:(.text+0x398): relocation truncated to fit: R_RISCV_JAL against `.L313'
[88627s] collect2: error: ld returned 1 exit status",mvapich2_testsuite
2,"[  178s] Lmod has detected the following error: The following module(s) are unknown:
[  178s] ""mvapich2""",netcdf_gnu-mvapich2-hpc
2,"[  199s] Lmod has detected the following error: The following module(s) are unknown:
[  199s] ""openmpi""",netcdf_gnu-openmpi3-hpc
2,"[  163s] Lmod has detected the following error: The following module(s) are unknown:
[  163s] ""openmpi""",netcdf_gnu-openmpi4-hpc
2,"[  149s] Lmod has detected the following error: The following module(s) are unknown:
[  149s] ""netcdf""",netcdf-cxx4_gnu-hpc
2,"[   80s] Lmod has detected the following error: The following module(s) are unknown:
[   80s] ""netcdf""",netcdf-fortran_gnu-hpc
2,"[  168s] Lmod has detected the following error: The following module(s) are unknown:
[  168s] ""netcdf""",netcdf-fortran_gnu-mpich-hpc
2,"[  132s] Lmod has detected the following error: The following module(s) are unknown:
[  132s] ""mvapich2""",netcdf-fortran_gnu-mvapich2-hpc
2,"[  161s] Lmod has detected the following error: The following module(s) are unknown:
[  161s] ""netcdf""",netcdf-fortran_gnu-openmpi2-hpc
2,"[  161s] Lmod has detected the following error: The following module(s) are unknown:
[  161s] ""openmpi""",netcdf-fortran_gnu-openmpi3-hpc
2,"[  274s] Lmod has detected the following error: The following module(s) are unknown:
[  274s] ""openmpi""",netcdf-fortran_gnu-openmpi4-hpc
2,"[  111s] Lmod has detected the following error: The following module(s) are unknown:
[  111s] ""netcdf""",netcdf-fortran_gnu-openmpi-hpc
2,"[  128s] Lmod has detected the following error: The following module(s) are unknown:
[  128s] ""openmpi""",ocr_gnu-openmpi3-hpc
2,"[  139s] Lmod has detected the following error: The following module(s) are unknown:
[  139s] ""openmpi""",ocr_gnu-openmpi4-hpc
8,[ 7129s] /usr/lib64/gcc/riscv64-suse-linux/13/../../../../riscv64-suse-linux/bin/ld: cannot find -lpmix: No such file or directory,openmpi3_gnu-hpc
8,[ 7389s] /usr/lib64/gcc/riscv64-suse-linux/13/../../../../riscv64-suse-linux/bin/ld: cannot find -lpmix: No such file or directory,openmpi4_gnu-hpc
1,"./linux-context.h:43:2: error: #error ""OVERFLOW_ADDRESS() undefined!""
./mb.h:67:2: error: #error Need to define rmb for this architecture!
./mb.h:68:2: error: #error See the kernel source directory: tools/perf/perf.h file",papi_hpc
1,"[  262s] ./linux-context.h:43:2: error: #error ""OVERFLOW_ADDRESS() undefined!""
[  262s] ./mb.h:67:2: error: #error Need to define rmb for this architecture!",papi_standard
3,"[22635s] Failed 1 test out of 2614, 99.96% okay.
[22635s] 	re/pat_advanced.t",perl_testsuite
2,"[ 2588s] gmake[3]: *** No rule to make target 'w'.  Stop.
[ 2588s] gmake[3]: Leaving directory '/home/abuild/rpmbuild/BUILD/petsc-3.18.4'
[ 2588s] gmake[2]: *** [/home/abuild/rpmbuild/BUILD/petsc-3.18.4/lib/petsc/conf/rules:56: libs] Error 2",petsc_gnu-mpich-hpc
2,"[  233s] Lmod has detected the following error: The following module(s) are unknown:
[  233s] ""mvapich2""",petsc_gnu-mvapich2-hpc
2,"[ 2091s] gmake[3]: *** No rule to make target 'w'.  Stop.
[ 2091s] gmake[3]: Leaving directory '/home/abuild/rpmbuild/BUILD/petsc-3.18.4'
[ 2091s] gmake[2]: *** [/home/abuild/rpmbuild/BUILD/petsc-3.18.4/lib/petsc/conf/rules:56: libs] Error 2",petsc_gnu-openmpi2-hpc
2,"[  128s] Lmod has detected the following error: The following module(s) are unknown:
[  128s] ""openmpi""",petsc_gnu-openmpi3-hpc
2,"[  206s] Lmod has detected the following error: The following module(s) are unknown:
[  206s] ""openmpi""",petsc_gnu-openmpi4-hpc
2,"[ 1555s] gmake[3]: *** No rule to make target 'w'.  Stop.
[ 1555s] gmake[3]: Leaving directory '/home/abuild/rpmbuild/BUILD/petsc-3.18.4'
[ 1555s] gmake[2]: *** [/home/abuild/rpmbuild/BUILD/petsc-3.18.4/lib/petsc/conf/rules:56: libs] Error 2",petsc_gnu-openmpi-hpc
2,"[  287s] Lmod has detected the following error: The following module(s) are unknown:
[  287s] ""mvapich2""",pnetcdf_gnu-mvapich2-hpc
2,"[  162s] Lmod has detected the following error: The following module(s) are unknown:
[  162s] ""openmpi""",pnetcdf_gnu-openmpi3-hpc
2,"[   63s] Lmod has detected the following error: The following module(s) are unknown:
[   63s] ""openmpi""",pnetcdf_gnu-openmpi4-hpc
3,[ 4873s] FAILED tests/makeotfexe_test.py::test_spec[/home/abuild/rpmbuild/BUILD/afdko-3.9.3/tests/makeotfexe_data/input/spec/9e-15.bad.fea],python-afdko_test
3,"[ 1117s] FAILED tests/unit/bokeh/command/subcommands/test_serve.py::TestIco::test_explicit_envvar
[ 1117s] FAILED tests/unit/bokeh/command/subcommands/test_serve.py::test_unix_socket
[ 1117s] FAILED tests/unit/bokeh/command/subcommands/test_serve.py::TestIco::test_none_option",python-bokeh_test
3,"[ 1204s] FAILED tests/debugpy/test_run.py::test_frame_eval[no-code-attach_pid] - debug...
[ 1204s] FAILED tests/debugpy/test_run.py::test_frame_eval[no-module-attach_pid] - deb…",python-debugpy_test
3,[  312s] FAILED tests/asyncio/gapic/test_method_async.py::test_wrap_method_with_overriding_timeout_as_a_number,python-google-api-core_test
3,"[ 1335s] FAILED IPython/core/tests/test_debugger.py::test_xmode_skip - pexpect.excepti...
[ 1335s] FAILED IPython/core/tests/test_debugger.py::test_where_erase_value - pexpect....
[ 1335s] FAILED IPython/terminal/tests/test_debug_magic.py::test_debug_magic_passes_through_generators
[ 1335s] = 3 failed, 1308 passed, 63 skipped, 1 xpassed, 43 warnings in 928.27s (0:15:28) =",python-ipython_test
3,"[ 1928s] FAILED tests/services/sessions/test_api.py::test_restart_kernel[jp_server_config3]
[ 1928s] FAILED tests/services/sessions/test_api.py::test_restart_kernel[jp_server_config2]",python-jupyter-server_test
3,[  426s] FAILED tests/test_notebookapp.py::test_notebook_handler[jp_server_config0] - …,python-nbclassic_test
3,[  919s] FAILED tests/test_timeouts.py::test_timeouts - Failed: Inner exception: pytes…,python-nbval_test
3,[ 2294s] FAILED notebook/services/kernels/tests/test_kernels_api.py::KernelCullingTest::test_culling,python-notebook_test
2,"[  615s] strace: ptrace(PTRACE_TRACEME, ...): Function not implemented
[  615s] strace: PTRACE_SETOPTIONS: Function not implemented
[  615s] strace: detach: waitpid(8933): No child processes
[  615s] strace: Process 8933 detached
[  615s] FATAL: Failed to run 'strace'.",python-Nuitka_clang-test-py38
2,"[  572s] strace: ptrace(PTRACE_TRACEME, ...): Function not implemented
[  572s] strace: PTRACE_SETOPTIONS: Function not implemented
[  572s] strace: detach: waitpid(8907): No child processes
[  572s] strace: Process 8907 detached
[  572s] FATAL: Failed to run 'strace'.",python-Nuitka_clang-test-py39
2,"[  611s] strace: ptrace(PTRACE_TRACEME, ...): Function not implemented
[  611s] strace: PTRACE_SETOPTIONS: Function not implemented
[  611s] strace: detach: waitpid(8907): No child processes
[  611s] strace: Process 8907 detached
[  611s] FATAL: Failed to run 'strace'.",python-Nuitka_clang-test-py310
2,"[ 6526s] strace: ptrace(PTRACE_TRACEME, ...): Function not implemented
[ 6526s] strace: PTRACE_SETOPTIONS: Function not implemented
[ 6526s] strace: detach: waitpid(7546): No child processes
[ 6526s] strace: Process 7546 detached
[ 6526s] FATAL: Failed to run 'strace'.",python-Nuitka_gcc-test-py38
3,"[ 6964s] strace: ptrace(PTRACE_TRACEME, ...): Function not implemented
[ 6964s] strace: PTRACE_SETOPTIONS: Function not implemented
[ 6964s] strace: detach: waitpid(8123): No child processes
[ 6964s] strace: Process 8123 detached
[ 6964s] FATAL: Failed to run 'strace'.",python-Nuitka_gcc-test-py39
2,"[ 5385s] strace: ptrace(PTRACE_TRACEME, ...): Function not implemented
[ 5385s] strace: PTRACE_SETOPTIONS: Function not implemented
[ 5385s] strace: detach: waitpid(4642): No child processes
[ 5385s] strace: Process 4642 detached
[ 5385s] FATAL: Failed to run 'strace'.",python-Nuitka_gcc-test-py310
2,"[  401s] Lmod has detected the following error: The following module(s) are unknown:
[  401s] ""openblas""",python-numpy_gnu-hpc
3,[ 2242s] FAILED tests/cli/test_add.py::test_add_editable_package - resolvelib.resolvers.ResolutionImpossible: Unable to find a resolution,python-pdm_test
3,"[12002s] FAILED tests/extra_setuptools/test_setuphelper.py::test_simple_setup_py[0-False]
[12002s] FAILED tests/extra_setuptools/test_setuphelper.py::test_simple_setup_py[0-True]",python-pybind11_test
3,"[ 1127s] FAILED testing/test_debugging.py::TestPDB::test_pdb_interaction_exception - p...
[ 1127s] FAILED testing/test_debugging.py::TestPDB::test_pdb_and_capsys - pexpect.exce...
[ 1127s] FAILED testing/test_debugging.py::TestPDB::test_pdb_with_caplog_on_pdb_invocation
[ 1127s] FAILED testing/test_unittest.py::TestTrialUnittest::test_trial_pdb - pexpect....",python-pytest_test
3,"[ 1927s] FAILED tests/test_pytest_cov.py::test_cleanup_on_sigterm_sig_dfl_sigint - Fai...
[ 1927s] FAILED tests/test_pytest_cov.py::test_cleanup_on_sigterm_sig_ign - Failed: no…",python-pytest-cov_test
7,"[  209s]   File ""/usr/lib64/python3.8/threading.py"", line 558, in wait
[  209s]     signaled = self._cond.wait(timeout)
[  209s]   File ""/usr/lib64/python3.8/threading.py"", line 306, in wait
[  209s]     gotit = waiter.acquire(True, timeout)",python-pytest-jupyter_test
2,"[  484s] Lmod has detected the following error: The following module(s) are unknown:
[  484s] ""openblas""",python-scipy_gnu-hpc
3,"[ 3730s] FAILED sparse/linalg/tests/test_propack.py::test_examples[True-float32] - Fai...
[ 3730s] FAILED sparse/linalg/tests/test_propack.py::test_examples[True-float64] - Fai…",python-scipy_test
3,"[  344s] SKIPPED [1] tests/tests_tk.py:7: could not import 'tqdm.tk': No module named 'Tkinter'
[  344s] SKIPPED [1] tests/tests_tqdm.py:1571: could not import 'numpy': No module named 'numpy'",python-tqdm_test
3,[  350s] FAILED test_misc.py::test_in_threads_parsing - assert False,python-ttp_test
3,"[ 7083s] 304 tests, 1752 assertions, 1 failures, 0 errors, 24 skips
[ 7083s] 
[ 7083s] ruby -v: ruby 3.1.3p185 (2022-11-24 revision 1a6b16756e) [riscv64-linux-gnu]",ruby3.1_testsuite
3,"[23593s] 22956 tests, 5573099 assertions, 4 failures, 5 errors, 251 skips
[23593s] 
[23593s] ruby -v: ruby 3.2.1 (2023-02-08 revision 31819e82c8) [riscv64-linux-gnu]",ruby3.2_testsuite
